Date,Magnitude,Latitude,Longitude,UTM-x-coordinate,UTM-y-coordinate,Depth,Phase,Center-th,Center-en,Severity-level,Fname,Fid,DateNoTime,RangeDay,Start
2016-12-31 08:21:31,2.1,17.34,98.31,426686,1917299,1,13,อ.ท่าสองยาง จ.ตาก,"Amphoe Tha Song Yang, Tak",1,MOEI,5,2016-12-31,2648,
2017-02-13 19:53:09,2.3,17.89,97.61,352748,1978564,1,17,พม่า,Myanmar,1,MOEI,5,2017-02-13,2692,
2017-03-31 12:39:57,2.4,17.06,98.25,420191,1886345,1,13,ประเทศพม่า,Myanmar,1,MOEI,5,2017-03-31,2738,
2017-05-02 17:07:06,1.5,16.33,98.93,492523,1805439,1,10,อ.อุ้มผาง  จ.ตาก,"Amphoe Umphang , Tak",1,MOEI,5,2017-05-02,2770,
2017-06-21 11:55:58,2.8,17.3,98.18,412854,1912928,5,14,อ.ท่าสองยาง จ.ตาก,"Amphoe Tha Song Yang,Tak",1,MOEI,5,2017-06-21,2820,
2017-10-09 01:29:00,2.5,17.5,97.91,384283,1935199,5,7,ประเทศพม่า,Myanmar,1,MOEI,5,2017-10-09,2930,
2017-10-10 16:48:56,2.2,16.76,98.61,458434,1853046,3,9,อ.แม่สอด จ.ตาก,"Amphoe MaeSot, Tak",1,MOEI,5,2017-10-10,2931,
2017-10-21 08:45:21,2.3,17.606,97.954,389019,1946902,1,13,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",1,MOEI,5,2017-10-21,2942,
2017-12-07 10:26:51,3.5,17.25,98.38,434092,1907317,1,12,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",2,MOEI,5,2017-12-07,2989,
2017-12-29 22:43:48,2.9,16.849,98.357,431501,1862962,10,10,ประเทศพม่า,Myanmar,1,MOEI,5,2017-12-29,3011,
2018-02-23 11:13:19,3.2,17.75,97.86,379141,1962893,6,10,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",2,MOEI,5,2018-02-23,3067,
2018-02-23 11:19:27,2.0,17.76,97.83,375967,1964019,1,18,อ.ท่าสองยาง จ.ตาก,"Amphoe Tha Song Yang , Tak",1,MOEI,5,2018-02-23,3067,
2018-05-27 18:16:01,3.5,17.48,97.91,384270,1932986,5,19,ประเทศพม่า,Myanmar,2,MOEI,5,2018-05-27,3160,
2018-09-06 15:41:44,2.2,17.95,97.65,357034,1985172,1,21,ประเทศพม่า,Myanmar,1,MOEI,5,2018-09-06,3262,
2018-09-25 12:20:03,2.7,17.58,97.84,376905,1944095,1,25,ประเทศพม่า,Myanmar,1,MOEI,5,2018-09-25,3281,
2018-10-15 19:01:08,2.3,17.92,97.6,351713,1981892,5,20,ประเทศพม่า,Myanmar,1,MOEI,5,2018-10-15,3301,
2018-11-08 19:57:47,2.9,17.19,98.37,433007,1900682,5,13,อ.ท่าสองยาง จ.ตาก,"Amphoe Tha Song Yang , Tak",1,MOEI,5,2018-11-08,3325,
2018-11-10 20:56:42,2.8,17.15,98.22,417038,1896315,3,13,ประเทศพม่า,Myanmar,1,MOEI,5,2018-11-10,3327,
2019-01-18 20:01:20,2.1,17.36,98.21,416069,1919553,2,16,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",1,MOEI,5,2019-01-18,3396,
2019-01-26 18:04:48,3.1,17.26,98.22,417087,1908485,13,30,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",2,MOEI,5,2019-01-26,3404,
2019-03-30 17:09:49,2.4,16.761,99.008,500852,1853115,5,17,อ.เมือง จ.ตาก,"Amphoe Mueang Tak , Tak",1,MOEI,5,2019-03-30,3467,
2019-04-12 11:12:22,2.0,16.78,98.48,444584,1855290,1,10,ประเทศพม่า,Myanmar,1,MOEI,5,2019-04-12,3480,
2019-04-16 04:21:11,1.8,17.322,98.184,413289,1915360,1,19,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",1,MOEI,5,2019-04-16,3484,
2019-05-02 12:45:04,2.4,17.984,97.586,350284,1988985,1,18,ประเทศพม่า,Myanmar,1,MOEI,5,2019-05-02,3500,
2019-05-02 23:30:19,2.2,17.395,98.117,406206,1923468,10,9,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",1,MOEI,5,2019-05-02,3500,
2019-07-22 08:32:40,2.3,16.697,99.185,519723,1846045,15,11,อ.วังเจ้า จ.ตาก,"Amphoe WangChao, Tak",1,MOEI,5,2019-07-22,3581,
2019-08-23 14:59:24,2.9,17.564,98.233,418604,1942113,4,25,อ.อมก๋อย จ.เชียงใหม่,"Amphoe Omkoi, ChiangMai",1,MOEI,5,2019-08-23,3613,
2019-10-29 17:03:16,2.2,17.087,98.5,446802,1889247,2,19,อ.แม่ระมาด จ.ตาก,"Amphoe MaeRamat, Tak",1,MOEI,5,2019-10-29,3680,
2019-11-12 10:45:22,2.1,16.836,98.536,450567,1861470,1,15,อ.แม่ระมาด จ.ตาก,"Amphoe MaeRamat, Tak",1,MOEI,5,2019-11-12,3694,
2019-12-12 02:42:56,2.6,17.396,98.114,405888,1923580,1,27,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",1,MOEI,5,2019-12-12,3724,
2020-05-04 10:28:15,2.1,16.798,98.447,441073,1857291,2,17,ประเทศพม่า,Myanmar,1,MOEI,5,2020-05-04,3868,
2020-06-18 20:25:53,2.1,17.908,97.666,358695,1980512,4,8,ประเทศพม่า,Myanmar,1,MOEI,5,2020-06-18,3913,
2020-07-05 04:12:23,2.1,16.741,98.421,438284,1850993,2,15,ประเทศพม่า,Myanmar,1,MOEI,5,2020-07-05,3930,
2020-07-07 08:21:45,2.4,17.864,97.677,359826,1975635,2,6,ประเทศพม่า,Myanmar,1,MOEI,5,2020-07-07,3932,
2020-07-09 12:30:00,2.0,17.926,97.626,354472,1982535,4,9,ประเทศพม่า,Myanmar,1,MOEI,5,2020-07-09,3934,
2020-08-26 18:39:33,1.8,17.25,98.353,431221,1907326,10,14,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",1,MOEI,5,2020-08-26,3982,
2020-09-12 17:10:23,2.1,16.58,98.549,451888,1833147,2,14,ประเทศเมียนมา,Myanmar,1,MOEI,5,2020-09-12,3999,
2020-11-09 05:25:52,2.2,16.827,98.474,443959,1860491,1,16,ประเทศเมียนมา,Myanmar,1,MOEI,5,2020-11-09,4057,
2020-12-06 12:40:29,1.8,17.882,97.755,368105,1977570,5,7,อ.สบเมย จ.แม่ฮ่องสอน,"Amphoe SopMoei, MaeHongSon",1,MOEI,5,2020-12-06,4084,
2020-12-10 18:21:48,2.0,17.018,98.266,421876,1881692,1,14,ประเทศเมียนมา,Myanmar,1,MOEI,5,2020-12-10,4088,
2021-01-12 16:04:06,2.3,17.965,97.65,357046,1986832,1,14,ประเทศเมียนมา,Myanmar,1,MOEI,5,2021-01-12,4121,
2021-06-03 07:05:58,2.3,17.018,98.623,459874,1881584,2,10,อ.แม่ระมาด จ.ตาก,"Amphoe MaeRamat, Tak",1,MOEI,5,2021-06-03,4263,
2021-06-20 06:10:09,2.2,17.14,98.198,414693,1895218,5,13,ประเทศเมียนมา,Myanmar,1,MOEI,5,2021-06-20,4280,
2021-06-25 11:40:26,1.8,17.586,97.96,389643,1944685,2,10,อ.ท่าสองยาง จ.ตาก,"Amphoe ThaSongYang, Tak",1,MOEI,5,2021-06-25,4285,
2021-06-25 21:44:17,2.2,17.69,97.75,367433,1956328,2,17,ประเทศเมียนมา,Myanmar,1,MOEI,5,2021-06-25,4285,
2021-08-02 02:55:43,2.4,17.816,97.772,369858,1970255,1,8,ต.แม่สามแลบ อ.สบเมย จ.แม่ฮ่องสอน,"Tambon Mae Sam Laep, Amphoe SopMoei, MaeHongSon",1,MOEI,5,2021-08-02,4323,
2021-11-03 17:01:26,2.4,17.373,98.098,404176,1921044,7,19,ประเทศเมียนมา,Myanmar,1,MOEI,5,2021-11-03,4416,
2022-03-08 20:47:02,1.8,16.835,98.818,480610,1861310,2,13,ต.พะวอ อ.แม่สอด จ.ตาก,"Tambon Phawo, Amphoe MaeSot, Tak",1,MOEI,5,2022-03-08,4541,
2022-04-07 19:33:57,1.5,16.347,98.955,495193,1807319,1,9,ต.โมโกร อ.อุ้มผาง จ.ตาก,"Tambon Mo Kro, Amphoe Umphang, Tak",1,MOEI,5,2022-04-07,4571,
2022-04-17 20:57:54,3.2,17.207,98.546,451727,1902511,1,16,ต.แม่ตื่น อ.แม่ระมาด จ.ตาก,"Tambon  Mae Tuen, Amphoe MaeRamat, Tak",2,MOEI,5,2022-04-17,4581,
